gene_id	gene_name	chr	start	end	strand	gene_biotype	logFC	logCPM	F	PValue	FDR	Change	JTEN007_Gpdh.het_Ldh.het_1	JTEN008_Gpdh.het_Ldh.het_2	JTEN009_Gpdh.het_Ldh.het_3	JTEN010_Gpdh.mut_Ldh.mut_1	JTEN011_Gpdh.mut_Ldh.mut_2	JTEN012_Gpdh.mut_Ldh.mut_3
FBgn0085473	CG34444	2R	14369217	14370326	+	protein_coding	-1.31378846749011	0.89127385999132	10.411135653132	0.0160019887463142	0.0345183915180363	downregulated	3.99877366800943	1.33002456428283	2.53234572837591	1.0901689329703	1.15011523076329	0.815893168810987
FBgn0039613	CG14527	3R	28880792	28882945	+	protein_coding	-1.31385812561017	4.65863175467035	563.05774498583	1.40751312970665e-07	1.19616274546816e-05	downregulated	37.034097038951	35.2872142211288	36.9534895177818	14.756215199848	14.4531147332587	13.6476675510201
FBgn0039198	CG5768	3R	24386104	24390339	-	protein_coding	-1.31741598480523	0.647909552462368	73.0281657098155	8.8980444670646e-05	0.000685469497505955	downregulated	2.36291171291466	2.1612899169596	2.01649752444749	0.895495909225606	0.728406312816753	0.927151328194304
FBgn0262003	CG42821	3R	17413077	17413639	+	protein_coding	-1.31758446805056	4.07444460445879	244.30698319525	2.05459769724428e-06	5.42652910490909e-05	downregulated	26.9008410393362	23.400119677851	22.6035303903183	9.38323974449439	9.00923597431247	10.1244925038818
FBgn0039195	CG17782	3R	24370751	24372762	-	protein_coding	-1.32677515806783	2.09338185341801	109.108169972099	2.5998973417869e-05	0.000297115269326085	downregulated	6.54344782037907	6.56699628614647	5.20537733055049	2.3750108896853	2.26189328716781	2.48476555956073
FBgn0024366	CG11409	X	1329518	1341587	-	protein_coding	-1.32934189472524	5.86301296159263	10.9502071688404	0.014350610935388	0.0317164792355282	downregulated	102.150490973695	35.1209611505935	116.347217631493	32.3157219416197	33.0466442972653	32.7469849118228
FBgn0038492	Mur89F	3R	17152995	17202130	-	protein_coding	-1.33281291339664	8.9200573180235	72.7975701986915	8.98358011658414e-05	0.000689317717994105	downregulated	813.614119610328	754.040801413096	537.88899082355	275.579132412993	286.800401378007	252.815624172023
FBgn0038290	CG6912	3R	15135138	15137004	-	protein_coding	-1.3331926081783	5.98158109135171	310.16165533594	9.5840467717258e-07	3.5145881106726e-05	downregulated	94.1075030278129	81.8380739710278	98.8083786979268	34.3013867838156	36.9186989075017	35.0834062588724
FBgn0262867	Ptr	2R	6181748	6196320	-	protein_coding	-1.33355613505215	7.43394599020127	104.114138891044	3.00569225394137e-05	0.000328753346835589	downregulated	300.362431199345	203.535321602907	248.732624876034	99.4000459240422	94.9995180610481	96.5349962915909
FBgn0050401	dany	2R	21985626	21986938	-	protein_coding	-1.33709209429691	-0.211717202608853	17.2930980523364	0.00495894604915129	0.0136329638753047	downregulated	0.727049757819897	1.24689802901515	1.50064932051906	0.428280652238333	0.383371743587765	0.51920474378881
FBgn0029807	CG3108	X	5777195	5781620	-	protein_coding	-1.33756304832432	9.11537474696433	14.2341374359039	0.0079260023285928	0.0198066821317553	downregulated	1105.16107249611	379.971392708551	935.514165469834	308.946088682834	313.253051685563	309.260597032492
FBgn0034545	CG13438	2R	20692829	20693739	+	protein_coding	-1.33805957890034	7.55098720549871	14.9605341393793	0.00704594035869166	0.0179814635269312	downregulated	415.463495984207	142.93607739277	260.175075944992	102.008664442221	100.443396819994	112.481999136533
FBgn0039167	CG17786	3R	24214631	24218718	-	protein_coding	-1.34179973970582	6.41238659883577	12.525286415361	0.0106474158960656	0.0250082319401338	downregulated	183.989029338298	56.9001133907248	131.259920254151	49.0576019836636	48.3815140407759	45.244984815882
FBgn0002577	m	X	11754273	11769508	+	protein_coding	-1.34534620477463	5.77205045068253	78.4602143780893	7.15795419096901e-05	0.000589404337297307	downregulated	99.1514107226884	69.6184732866793	69.4988216565389	32.2767873368707	31.3981457998379	27.666195633318
FBgn0283479	Alp1	3L	21442227	21444819	-	protein_coding	-1.35308314101164	4.44746775542198	64.576256258698	0.000128872833102452	0.000895271420738396	downregulated	40.4421427787318	26.1017320740505	28.699918254927	12.0307928674223	11.0411062153276	13.2397209666147
FBgn0039224	CG13634	3R	24788248	24790136	-	protein_coding	-1.35429218866408	0.734911867931945	22.705304726803	0.00248109363147102	0.00789057042049054	downregulated	2.95363964114333	1.57940417008586	2.53234572837591	1.0901689329703	0.881755010251859	0.704635009427671
FBgn0267576	lncRNA:CR45916	3L	19562636	19566533	+	ncRNA	-1.35522164390424	0.0735019966775223	55.435532186253	0.000203028064427985	0.00124301001366201	downregulated	1.63586195509477	1.28846129664899	1.40685873798662	0.584019071234091	0.575057615381647	0.482118690661038
FBgn0033359	lint	2R	8969346	8985900	-	protein_coding	-1.35551388439177	7.95028463353294	30.0461527521728	0.00117023025191077	0.00443754669564145	downregulated	470.083109040427	222.779114517374	389.512289257228	138.607192906224	138.358862260824	134.659458906941
FBgn0030001	cyr	X	8121280	8135713	-	protein_coding	-1.35764457422334	2.11838255046454	28.0150334340201	0.00141671557829519	0.00511469670006234	downregulated	6.54344782037907	4.48883290445455	7.83151364145884	1.71312260895333	2.64526503075558	2.78145398458291
FBgn0262599	SmydA-3	2L	10850141	10854604	+	protein_coding	-1.35919172790373	3.00657702854541	205.191808489237	3.57860485725911e-06	7.90096923949083e-05	downregulated	11.0875088067534	12.6767966283207	11.1610793213605	4.24387191763439	4.25542635382419	4.78410085348261
FBgn0016675	Lectin-galC1	2L	19417447	19418274	+	protein_coding	-1.36265343709949	4.20015257262853	91.6167796478515	4.45720268405628e-05	0.000429592496317503	downregulated	28.8547872634772	21.3635195637929	30.1536722841798	9.18856672074969	11.156117738404	10.087406450754
FBgn0035455	CG10862	3L	3653405	3654771	-	protein_coding	-1.36336025172926	-0.234131111451729	16.8867474619289	0.00525772540661045	0.0142278806302716	downregulated	0.908812197274871	1.03908169084596	1.50064932051906	0.428280652238333	0.268360220511435	0.593376850044354
FBgn0034553	CG9993	2R	20850146	20852125	-	protein_coding	-1.36337437683187	2.721090633233	94.6662676537989	4.03052485210547e-05	0.000401104647921426	downregulated	7.99754733601886	11.0973924582349	9.51974412704278	3.54304903215348	3.75704308716009	3.56026110026613
FBgn0002533	Lcp2	2R	8433797	8434785	-	protein_coding	-1.36709395738893	4.01127443907956	19.4756342759509	0.00368360725902056	0.0108541735084183	downregulated	22.9929485910542	13.5496252486313	34.1397720418086	8.48774383526878	9.39260771790024	8.75230853815422
FBgn0031441	CG9962	2L	2646577	2647720	-	protein_coding	-1.37775332885867	-1.15933851069978	15.5277007699097	0.00644597343363452	0.0167127078758737	downregulated	0.499846708501179	0.498759211606061	0.656534077727088	0.155738418995757	0.306697394870212	0.148344212511089
FBgn0034391	CG15080	2R	18783299	18794594	+	protein_coding	-1.37904561469923	7.24376458586657	13.3483334609824	0.00920513911734203	0.0222218662325004	downregulated	302.316377423486	98.3386912216617	266.271463809601	81.9184083917684	83.8050631482854	83.5919637499984
FBgn0040279	Osi14	3R	6299128	6300738	+	protein_coding	-1.38114126656627	7.93590743475534	15.8413013389289	0.00614281418827024	0.0160667450727889	downregulated	416.917595499847	174.316344456318	486.116589265643	130.625598932692	125.247548630123	146.675340120339
FBgn0001254	ImpE2	3L	3510974	3512681	-	protein_coding	-1.3826121418755	7.29016914672533	11.6833215387641	0.012445939623781	0.0283555577641376	downregulated	275.551858213741	94.8889400080531	318.653504153969	86.0065418904071	86.7186883995524	84.2595127062983
FBgn0036352	CG14110	3L	13384789	13385925	+	protein_coding	-1.38789611866152	-0.421086611865008	15.5315748584797	0.00644211010595255	0.0167107836760029	downregulated	1.36321829591231	0.665012282141415	0.984801116590632	0.389346047489394	0.460046092305318	0.259602371894405
FBgn0263850	CG43711	2R	20778249	20779487	-	protein_coding	-1.39449451421826	2.95071242155817	50.3372570342346	0.000269728637346929	0.00152414472227489	downregulated	9.86061234043235	14.4640171365758	9.42595354451034	3.69878745114924	4.17875200510664	4.67284269409929
FBgn0029649	CG4116	X	3066615	3067562	-	protein_coding	-1.39694109193995	6.11211485784049	258.042202919383	1.72573261217915e-06	4.96404285735234e-05	downregulated	113.73784648895	90.026037694894	100.824876222374	39.0903431679351	35.9219323741736	37.7165160309443
FBgn0035791	CG8539	3L	7497211	7498831	-	protein_coding	-1.40007080518256	0.38541825458271	26.4361246764309	0.00165716182097886	0.00579330355176024	downregulated	1.59042134523102	2.45223279039647	1.40685873798662	0.62295367598303	0.766743487175529	0.630462903172126
FBgn0032286	CG7300	2L	10695000	10698043	-	protein_coding	-1.41183196100866	5.95516850092714	47.8951780184379	0.000311934166846563	0.00169811441717997	downregulated	64.4347847867884	92.4782704852905	116.675484670357	34.028844550573	32.3565751588073	33.9708246650393
FBgn0039655	CG14507	3R	29226204	29227725	-	protein_coding	-1.41597534206631	0.514942549955306	11.9184966186829	0.0119058223836126	0.0273989998030783	downregulated	1.99938683400472	1.03908169084596	3.09508922357056	0.817626699727727	0.613394789740423	0.778807115683215
FBgn0085250	CG34221	2R	10197136	10199711	-	protein_coding	-1.41635508740823	1.97732131148673	27.2474922303285	0.00152745588881545	0.00542667473703909	downregulated	7.54314123738143	3.65756755177778	6.09638786460868	2.21927247068954	1.80184719486249	2.2622492407941
FBgn0052198	CG32198	3L	18526976	18527445	+	protein_coding	-1.41680994826672	9.41777314666928	817.820302682896	4.20870475266987e-08	6.34743809740689e-06	downregulated	1049.40544419329	963.93530296398	1009.18666804907	363.337731517102	378.80961983907	361.811534314545
FBgn0052855	CG32855	3R	16078980	16080992	-	protein_coding	-1.4183830787025	4.72605919886577	26.3670869957793	0.00166885318772791	0.00582466751440367	downregulated	53.16551354058	23.0676135367803	40.9864845666768	14.3279345476097	14.069742989671	14.2410444010645
FBgn0001253	ImpE1	3L	8372405	8391171	+	protein_coding	-1.4193877086622	8.23710012922421	20.170938753945	0.0033690979988186	0.0100828120098797	downregulated	624.03589525879	238.11596027426	475.330672274412	165.627808601988	167.993498040158	152.64619467391
FBgn0263109	CG43366	2R	5893895	5931363	+	protein_coding	-1.4213655364575	7.61336628667919	129.767173013904	1.51566806517972e-05	0.000206223299135253	downregulated	333.624957619605	297.426743187748	234.851618661233	104.695152169898	106.692356240475	103.915120864018
FBgn0051157	CG31157	3R	13047731	13049294	+	protein_coding	-1.42743235681027	0.29381354273761	45.8158605731327	0.00035492346028931	0.00185662941513333	downregulated	1.81762439454974	1.66253070535354	1.68823048558394	0.428280652238333	0.690069138457976	0.741721062555443
FBgn0038676	CG6026	3R	19033538	19044693	+	protein_coding	-1.43476487981607	7.69313792048982	52.1689716238676	0.000242859010500928	0.00141101080367324	downregulated	409.647097921648	227.974522971604	281.371747597324	109.01689329703	113.017990009673	108.958824089395
FBgn0051559	CG31559	3R	6150116	6157235	-	protein_coding	-1.43562391524776	4.54538837166843	39.4375250348512	0.000546346551000741	0.00251841535433316	downregulated	42.8959357113739	22.4441645222727	38.3603482557684	11.6025122151839	12.2295586204497	13.4622372853813
FBgn0030947	CG6696	X	18660472	18662153	-	protein_coding	-1.43861981116596	2.77908862383363	241.123431371752	2.14229204057985e-06	5.54098144215678e-05	downregulated	10.1332559996148	10.8480128524318	9.28526767071168	3.62091824165136	3.48868286664866	3.78277741903276
FBgn0037416	Osi9	3R	6260211	6262105	+	protein_coding	-1.44531142182119	9.531001650237	21.8505341757996	0.00274201105897572	0.0085751951550064	downregulated	1409.15875248455	576.150015940268	1309.45721802668	387.126775018704	389.352342787734	400.714804045578
FBgn0038394	CG10264	3R	16043498	16044832	+	protein_coding	-1.44608014856738	4.92066805574229	14.7188980422375	0.00732378828364389	0.0185441298040338	downregulated	52.3930231728963	20.2828746053131	62.2769468015409	15.41810348058	16.1016132306861	16.6145518012419
FBgn0039264	CG11786	3R	25046323	25047409	+	protein_coding	-1.44725154835995	6.5749304684138	28.4458449570517	0.00135913587595793	0.00495919641868257	downregulated	179.217765302605	81.5886943652248	163.805252392908	50.2256401261318	50.9884418971727	50.288688041259
FBgn0037430	Osi20	3R	6340095	6341424	+	protein_coding	-1.44951389629751	9.24819204592904	12.4820446082804	0.0107311459940056	0.0251552345236016	downregulated	1088.7570123353	367.918045094738	1254.730413119	320.899012340758	311.75790188557	332.958584981138
FBgn0053648	CG33648	2L	14524312	14525656	+	protein_coding	-1.45122030839806	-1.11556167166163	15.8174983180035	0.0061651609900969	0.0161094543391795	downregulated	0.681609147956153	0.540322479239899	0.515848203928426	0.311476837991515	0.115011523076329	0.185430265638861
FBgn0037424	Osi15	3R	6301804	6303653	+	protein_coding	-1.4525402986384	10.1506212438223	45.3486597710994	0.000365632878718952	0.00189139945184664	downregulated	1999.84124010335	1102.21629438176	1963.17757827779	582.967836905869	598.481628914859	620.783443305778
FBgn0030607	dob	X	15067007	15069091	+	protein_coding	-1.45528046434747	1.43023937136412	43.1989073105247	0.000420744775149264	0.00208676936187972	downregulated	5.08934830473928	3.07568180490404	3.65783271876521	1.24590735196606	1.3034639281984	1.63178633762197
FBgn0039686	CG15506	3R	29718663	29722388	+	protein_coding	-1.4559132993186	3.02269851175546	75.654094383457	7.99504836326268e-05	0.000636783124849771	downregulated	14.9499606451716	9.47642502051516	11.6769275252889	4.08813349863863	4.48544939997685	4.22781005656602
FBgn0263628	asRNA:CR43637	X	2200623	2201857	-	ncRNA	-1.46057233071108	-0.0554101689958435	35.3746821202584	0.000743347808028303	0.0031712224415805	downregulated	1.59042134523102	1.20533476138131	1.21927757292174	0.545084466485151	0.536720441022871	0.333774478149949
FBgn0039838	CG3669	3R	31257599	31260049	+	protein_coding	-1.47086863339563	1.00986964230214	10.3743355580734	0.0161236352164287	0.0347248362625741	downregulated	3.95333305814569	1.24689802901515	3.65783271876521	0.856561304476666	0.843417835893082	1.37218396572757
FBgn0014859	Hr38	2L	20683462	20714588	-	protein_coding	-1.47275887233982	0.925448379284915	59.824147254047	0.000161936237274382	0.00105290016080657	downregulated	2.86275842141584	2.4937960580303	2.90750805850568	0.700822885480909	1.03510370768696	1.14966764696094
FBgn0259233	CG42331	3R	24772181	24784562	+	protein_coding	-1.47366392898775	6.41592977592112	34.7462313423096	0.000781727466244488	0.00328698946279797	downregulated	169.266271742445	79.8430371246036	132.995046031002	45.4756183467612	46.5029924971959	41.8701539812547
FBgn0032472	CG9928	2L	13142445	13142903	-	protein_coding	-1.47589037471425	2.04337422833719	78.1285601894671	7.25072835699406e-05	0.000594949803905529	downregulated	6.04360111187789	5.15384518659596	7.08118898119931	1.82992642320015	2.03187024101515	2.52185161268851
FBgn0086672	snoRNA:Or-aca5	2R	9095685	9095832	+	snoRNA	-1.47903929594319	-0.409117336957368	32.5327790395748	0.000939445331185112	0.00378037602642998	downregulated	1.27233707618482	0.872828620310606	0.937905825324412	0.389346047489394	0.268360220511435	0.407946584405494
FBgn0035865	CG7201	3L	8290286	8295327	-	protein_coding	-1.48104120893381	4.95213676567144	10.9797170169882	0.0142668141782122	0.0315834290304519	downregulated	60.072486239869	17.0409397298737	61.8079938888787	16.3135993898056	16.1016132306861	15.9099167918142
FBgn0267033	mamo	X	13846116	13990527	-	protein_coding	-1.48240339134944	5.22761410274728	129.904083076024	1.51068329903296e-05	0.000205806574631615	downregulated	63.0261258810123	52.7437866273409	51.7724015579075	20.9468173549294	21.2387945947622	16.2436912699642
FBgn0037428	Osi18	3R	6330248	6331809	+	protein_coding	-1.48385543187313	8.45132926974224	17.3691857185603	0.00490549100840504	0.0135242012662207	downregulated	649.573518002214	244.807646363308	675.901833020037	177.736470678908	176.159316178578	192.328271520626
FBgn0036861	CG14089	3L	19280120	19280800	-	protein_coding	-1.48522351324048	9.01421757338069	142.495306340638	1.13088096367172e-05	0.000169126722891016	downregulated	920.990280718354	748.471323550162	645.279207823195	262.84751666009	265.484932434527	277.922882139524
FBgn0053459	CG33459	2R	16488053	16489182	+	protein_coding	-1.48972027149738	4.34764340950063	167.358585500101	6.8194055195333e-06	0.000125252477363915	downregulated	32.3537142229854	25.4367197919091	33.3894473815491	10.27873565372	9.85265381020555	11.4966764696094
FBgn0085231	CG34202	2R	20752586	20753739	+	protein_coding	-1.48986256573878	9.00064462787738	126.667656198561	1.63450413362141e-05	0.000216077410652075	downregulated	905.631354584409	771.829879960379	617.095137772197	262.302432193605	265.599943957603	268.83679912322
FBgn0003382	sha	2R	11324314	11336463	+	protein_coding	-1.49141044699809	4.60862119011249	24.6000848848357	0.00200864529898739	0.00671513389371121	downregulated	25.5376227434239	54.6556969384975	28.5592323811283	11.7193160294308	13.6863712460832	12.4609138509314
FBgn0051269	CG31269	3R	17127126	17128201	+	protein_coding	-1.49238582781062	3.49436934806612	135.548368608106	1.32256130596333e-05	0.000186097062605195	downregulated	19.494021631546	13.882131389702	17.0698860209043	6.07379834083454	5.52055310766381	5.859596394188
FBgn0250839	CG2016	3R	4956999	4961351	-	protein_coding	-1.4944126810975	6.62507843557602	75.5133366235116	8.04033040475388e-05	0.000639167468256158	downregulated	188.623971544399	114.839308472296	139.560386808272	50.9653976163616	47.6531077279592	54.5535841509528
FBgn0035429	CG12017	3L	3280239	3290896	+	protein_coding	-1.51436823231626	6.55653194179814	32.3719559017044	0.000952467895641345	0.00381446248436237	downregulated	184.806960315845	83.5421679440152	156.067529333982	47.7338254221997	49.3399433997453	47.4701480035483
FBgn0038826	Syp	3R	20756729	20810726	+	protein_coding	-1.51512994774006	6.19010512155996	137.947368105605	1.25188025767068e-05	0.000178990207437478	downregulated	117.554857717505	90.275417300697	120.896060884317	38.506324096701	40.2923702510741	33.2291036024838
FBgn0000075	amd	2L	19110154	19114110	+	protein_coding	-1.51922229780474	7.01890677561744	16.861778301293	0.00527684461206074	0.014268657237999	downregulated	279.141666392977	90.4001071035985	216.234188028543	64.3199670452479	64.0230811791567	70.3893288365115
FBgn0038241	CG8087	3R	14564323	14564805	-	protein_coding	-1.52062891116754	5.80940551020428	641.819945401988	9.22014258585914e-08	9.87292868093796e-06	downregulated	85.2465841043829	88.488196792442	78.6434034534519	28.3833268619768	28.292834676777	29.1496377584289
FBgn0030270	CG15199	X	11140474	11141835	-	protein_coding	-1.5210638061654	3.73705604250358	99.0932688834132	3.50128946524376e-05	0.000365417228010041	downregulated	20.8117993175945	16.7499968564369	22.4628445165197	5.72338689809409	6.59399398970955	8.04767352872655
FBgn0031001	CG7884	X	19220622	19235910	+	protein_coding	-1.52388241441392	4.57171467215087	15.8941609459465	0.00609356661761563	0.0159652339959452	downregulated	42.532410832464	16.0018580390278	48.9586840819343	11.4857084009371	11.9228612255795	12.9059464884647
FBgn0085466	CG34437	3R	28283719	28284725	+	protein_coding	-1.52473559563777	2.67892839976389	74.3028913814978	8.44391779277181e-05	0.000660946430738308	downregulated	10.0878153897511	7.85545758279546	10.832812282497	2.80329154192364	2.91362525126701	4.00529373779939
FBgn0039199	CG13615	3R	24390592	24391870	+	protein_coding	-1.52734150882759	0.302664226312136	14.5175680800537	0.00756635364545631	0.0190502033471776	downregulated	1.772183784686	1.66253070535354	1.87581165064882	0.545084466485151	0.230023046152659	1.00132343444985
FBgn0036348	CG17687	3L	13349165	13354940	+	protein_coding	-1.52835792327326	1.27734162445118	82.2296866785436	6.20482363396986e-05	0.000532808752787083	downregulated	4.08965488773692	2.86786546673485	3.79851859256387	1.12910353771924	1.18845240512207	1.29801185947202
FBgn0039311	CG10513	3R	25275790	25277212	-	protein_coding	-1.52846754373868	7.33717304744645	527.693391847062	1.73534328478749e-07	1.34897819794359e-05	downregulated	224.976459435394	256.653177638952	247.185080264249	80.7893048540492	83.5367029277739	82.2197797842708
FBgn0038132	CG15887	3R	13287655	13288813	-	protein_coding	-1.53034699242495	6.82760776129615	27.4636406540138	0.00149515788699012	0.00534018740536178	downregulated	213.798069408913	94.140801190644	205.72964278491	59.7646182896219	57.7741217586761	55.4436494260193
FBgn0038339	CG6118	3R	15421108	15434738	-	protein_coding	-1.54526853212809	7.75604599774391	40.5162291995207	0.000505814432954245	0.00238601803879915	downregulated	447.090160449373	213.177999693957	319.685200561826	107.264836083328	111.331154337887	108.180016973711
FBgn0039800	Npc2g	3R	30744605	30745263	-	protein_coding	-1.54587641251657	7.86284835173161	479.606626087315	2.36163805803257e-07	1.54727860032233e-05	downregulated	341.21353946685	325.689765178758	386.323409451125	117.621440946546	117.618450932726	116.52437892746
FBgn0038291	CG3984	3R	15137148	15139007	+	protein_coding	-1.5487470012193	6.64097555045947	526.217085789338	1.75110169512662e-07	1.34897819794359e-05	downregulated	148.727116084033	141.85543243429	161.132220790734	51.1600706401063	51.9085340817833	47.4701480035483
FBgn0039202	CG13622	3R	24522478	24523678	-	protein_coding	-1.55082067833869	-0.610717919317094	27.6658804556562	0.00146574236684625	0.0052686033112419	downregulated	0.727049757819897	1.16377149374748	0.750324660259529	0.311476837991515	0.306697394870212	0.259602371894405
FBgn0031264	CG11835	2L	560568	563819	-	protein_coding	-1.55148319071828	5.78651811744705	116.092573021173	2.14443799608741e-05	0.000260347415670114	downregulated	90.4268136288497	63.9658688884773	95.8070800568887	27.7603731859938	27.6794398870366	27.7032816864458
FBgn0264827	asRNA:CR44035	3R	9810020	9813929	-	ncRNA	-1.55160856028532	-0.786557775448118	27.7256758285803	0.0014571903864653	0.00524490576748585	downregulated	0.63616853809241	0.706575549775253	0.984801116590632	0.272542233242576	0.191685871793882	0.296688425022177
FBgn0040367	CG11382	X	1209970	1211853	+	protein_coding	-1.55196170782285	7.69702643186668	112.677359157393	2.35285976048984e-05	0.000277471611402259	downregulated	360.934764147715	238.822535824035	341.163243961755	103.020964165694	104.008754035361	105.583993254767
FBgn0001325	Kr	2R	25226611	25231394	+	protein_coding	-1.56287344460864	3.11466608227119	95.4031352633931	3.93551133052424e-05	0.000394213801003307	downregulated	15.5406885734003	10.3908169084596	13.3182627196066	4.12706810338757	4.79214679484706	4.00529373779939
FBgn0032436	CG5418	2L	12451945	12453242	-	protein_coding	-1.56606367939832	0.623317102578632	32.1472633686085	0.000971060373338526	0.00386834615986196	downregulated	1.54498073536728	2.82630219910101	2.34476456331103	0.856561304476666	0.728406312816753	0.630462903172126
FBgn0033481	CG12920	2R	10069106	10071067	+	protein_coding	-1.5676753304221	4.46953097414871	8.94379243352548	0.0219690118239397	0.0446892436570567	downregulated	34.3985416668539	10.8480128524318	55.7585013155363	10.5123432822136	10.6960716460986	11.8675370008871
FBgn0037762	eloF	3R	9814161	9815158	+	protein_coding	-1.57855067538753	1.67596010465854	46.2920919063836	0.00034442510580852	0.00181859173224735	downregulated	5.31655135405799	4.40570636918687	4.64263383535584	1.67418800420439	0.996766533328188	2.0026468688997
FBgn0265089	eIF4E3	3L	8229224	8230568	+	protein_coding	-1.5904605472732	2.40429968999675	150.527567157725	9.52050321149039e-06	0.000151501682213376	downregulated	8.95180014315748	7.31513510355556	7.7377230589264	2.25820707543848	2.53025350767925	2.96688425022177
FBgn0039801	Npc2h	3R	30745479	30746290	-	protein_coding	-1.59925868680367	3.78887315776955	179.396479546022	5.47648831289704e-06	0.000106816460572862	downregulated	20.1301901696384	21.2388297608914	21.6187292737277	5.91805992183878	8.01246944098428	6.34171508484904
FBgn0002629	E(spl)m4-BFM	3R	26023821	26024579	-	protein_coding	-1.60272621729725	-0.753619134815767	38.9727408017598	0.000565119841088475	0.00257502266313846	downregulated	0.954252807138614	0.78970208504293	0.656534077727088	0.233607628493636	0.230023046152659	0.296688425022177
FBgn0039315	CG13658	3R	25287474	25288930	+	protein_coding	-1.60351852557351	2.12395992888765	86.6352375948778	5.29036222332205e-05	0.000476936027674219	downregulated	7.45226001765394	6.52543301851263	5.76812082574513	2.53074930868106	1.68683567178616	2.11390502828301
FBgn0032058	CG9289	2L	8681325	8684376	-	protein_coding	-1.61107839000447	9.13705229196061	168.017383020619	6.73542614408539e-06	0.000124135874614228	downregulated	1001.05663529827	873.244252986945	702.163196129121	273.982813618286	270.967148367832	277.626193714502
FBgn0037429	Osi19	3R	6335362	6337196	+	protein_coding	-1.61162320231446	9.11780350921119	17.1759550632177	0.00504274553019137	0.0138066272404217	downregulated	1075.44291364522	365.050179628003	1109.30811490245	269.544268676907	266.980082234519	274.955997889303
FBgn0053257	CG33257	3L	16346323	16347620	+	protein_coding	-1.61384012953756	-0.418337607098546	12.7571753343386	0.0102127284878598	0.0242156547050492	downregulated	1.27233707618482	0.498759211606061	1.40685873798662	0.233607628493636	0.345034569228988	0.407946584405494
FBgn0033645	CG13196	2R	11684165	11686434	-	protein_coding	-1.61624576059414	4.15950207896509	149.846268280401	9.65717035417647e-06	0.000153425786576442	downregulated	29.945361900207	22.7766706633434	29.121975876323	7.5143787165453	9.58429358969412	8.90065275066531
FBgn0038073	CG14395	3R	12662831	12673959	+	protein_coding	-1.63056540502099	4.98792107898162	166.159700905893	6.97577502719841e-06	0.000126604405069899	downregulated	50.3936363388916	54.780386741399	40.2830551976835	16.3525339945545	15.0665095229992	14.4264746667034
FBgn0063495	GstE5	2R	18404605	18405338	+	protein_coding	-1.63664838200616	4.47124433922106	268.829839743218	1.51423434628407e-06	4.63269182285994e-05	downregulated	38.0792310658171	29.3021036818561	34.5618296632046	10.27873565372	10.3510370768696	11.3112462039705
FBgn0035736	Cpr65Eb	3L	7087713	7088787	-	protein_coding	-1.6507743450795	5.53958540077285	38.290233835065	0.000594245402001333	0.00267585355955857	downregulated	89.6088826513023	42.186716648346	82.9577702499442	21.6087056356614	21.2004574204034	23.7350740017742
FBgn0033154	CG1850	2R	7258867	7261269	-	protein_coding	-1.65729927851713	-0.202363915893911	8.79230363631851	0.0227424806275412	0.0459570640799607	downregulated	1.18145585645733	0.498759211606061	2.11028810697993	0.350411442740454	0.498383266664094	0.296688425022177
FBgn0033865	CG6220	2R	13691707	13693369	-	protein_coding	-1.66596453888222	-0.838828161414659	12.5772541349757	0.0105479200731081	0.0248399226177351	downregulated	0.77249036768364	0.78970208504293	0.703429368993309	0.428280652238333	0.191685871793882	0.0741721062555443
FBgn0050288	CG30288	2R	21519243	21520393	-	protein_coding	-1.67393103403706	-0.531695094162964	44.8843308188725	0.000376698816318996	0.00193184431280834	downregulated	1.09057463672985	0.748138817409091	1.07859169912307	0.311476837991515	0.306697394870212	0.259602371894405
FBgn0039387	MCO3	3R	25897476	25899744	+	protein_coding	-1.67545553060461	5.03283271918623	30.9308437133485	0.00108040507147987	0.004176526175237	downregulated	70.7964701677124	28.5955281320808	52.4289356356346	15.7295803185715	14.6448006050526	15.8357446855587
FBgn0266811	lncRNA:CR45273	2R	17131045	17131552	-	ncRNA	-1.68312301734632	1.03942305954819	12.9867366467043	0.00980505380362722	0.0234305994486142	downregulated	4.45317976664687	1.24689802901515	3.70472801003143	1.05123432822136	0.805080661534306	0.964237381322076
FBgn0031688	Cyp28d2	2L	5207267	5209345	+	protein_coding	-1.68367342403691	2.12031901498373	180.022317491953	5.41653296741756e-06	0.000105839844918079	downregulated	6.77065086969779	7.3566983711894	5.81501611701135	1.94673023744697	1.9551958922976	2.15099108141078
FBgn0263659	lncRNA:CR43650	2R	16829095	16839494	+	ncRNA	-1.68458528707691	3.37678447108395	139.28479844795	1.21461098194454e-05	0.000175995323337782	downregulated	18.4943282145436	12.6767966283207	16.9292001471056	4.86682559361742	4.94549549228216	4.74701480035483
FBgn0030459	CG12723	X	13189643	13191883	-	protein_coding	-1.69756382831063	6.38563747585221	19.6085596144885	0.00362059796487112	0.0106985568678252	downregulated	153.634701949317	57.3988726023308	178.249002102904	37.6886973969733	38.7972204510818	40.2383676436328
FBgn0044048	Ilp5	3L	9823349	9823897	-	protein_coding	-1.71059046662227	1.44248489836665	130.271382270606	1.49741568188018e-05	0.000204519478591493	downregulated	4.31685793705564	3.69913081941162	4.45505267029096	1.36271116621288	1.3034639281984	1.03840948757762
